,time,A0,A1,A2
1003,30.89,706,739,91
1004,30.92,708,736,80
1005,30.95,706,729,88
1006,30.98,702,733,89
1007,31.01,701,739,90
1008,31.05,706,739,91
1009,31.08,708,736,85
1010,31.11,707,731,88
1011,31.14,704,743,89
1012,31.17,699,738,89
1013,31.20,711,740,90
1014,31.23,706,739,91
1015,31.26,708,737,91
1016,31.29,707,734,80
1017,31.33,706,730,88
1018,31.36,704,741,89
1019,31.39,700,737,90
1020,31.42,701,739,90
1021,31.45,703,739,90
1022,31.48,707,738,91
1023,31.51,708,736,86
1024,31.54,707,732,86
1025,31.58,705,733,89
1026,31.61,701,735,89
1027,31.64,701,739,90
1028,31.67,705,739,91
1029,31.70,707,737,91
1030,31.73,707,733,91
1031,31.76,705,731,89
1032,31.79,700,738,90
1033,31.82,715,739,90
1034,31.86,707,738,91
1035,31.89,707,732,86
1036,31.92,704,746,89
1037,31.95,699,739,90
1038,31.98,706,739,91
1039,32.01,707,735,96
1040,32.04,705,730,89
1041,32.08,700,738,90
1042,32.11,697,739,91
1043,32.14,707,737,90
1044,32.17,707,731,88
1045,32.20,702,733,89
1046,32.23,701,739,90
1047,32.26,706,739,91
1048,32.29,708,736,82
1049,32.33,706,729,88
1050,32.36,702,728,90
1051,32.39,698,739,90
1052,32.42,706,739,91
1053,32.45,707,737,89
1054,32.48,707,731,88
1055,32.51,704,742,89
1056,32.54,698,738,90
1057,32.58,703,739,91
1058,32.61,707,738,91
1059,32.64,707,736,80
1060,32.67,706,729,88
1061,32.70,703,735,89
1062,32.73,698,739,90
1063,32.76,697,739,90
1064,32.79,707,738,92
1065,32.82,708,736,84
1066,32.86,707,731,88
1067,32.89,704,737,89
1068,32.92,700,737,90
1069,32.95,702,739,90
1070,32.98,702,739,91
1071,33.01,707,738,91
1072,33.04,708,736,88
1073,33.07,707,732,95
1074,33.11,705,731,88
1075,33.14,703,747,89
1076,33.17,699,738,90
1077,33.20,702,739,90
1078,33.23,702,739,91
1079,33.26,707,739,91
1080,33.29,707,737,91
1081,33.32,707,735,80
1082,33.35,707,732,88
1083,33.39,705,730,88
1084,33.42,703,747,89
1085,33.45,700,737,90
1086,33.48,699,739,90
1087,33.51,703,739,90
1088,33.54,706,739,91
1089,33.57,707,738,91
1090,33.60,708,736,90
1091,33.64,707,734,103
1092,33.67,704,739,91
1093,33.70,707,738,91
1094,33.73,708,736,89
1095,33.76,707,732,86
1096,33.79,705,731,89
1097,33.82,701,737,90
1098,33.86,702,739,90
1099,33.89,706,739,91
1100,33.92,708,737,89
1101,33.95,707,732,88
1102,33.98,704,742,89
1103,34.01,698,738,90
1104,34.04,696,739,91
1105,34.07,707,738,92
1106,34.11,707,734,102
1107,34.14,706,739,91
1108,34.17,707,737,90
1109,34.20,707,732,91
1110,34.23,705,737,89
1111,34.26,699,737,90
1112,34.29,713,739,90
1113,34.32,707,739,91
1114,34.36,707,736,86
1115,34.39,707,731,88
1116,34.42,704,743,89
1117,34.45,699,738,90
1118,34.48,711,739,91
1119,34.51,707,738,92
1120,34.54,708,736,84
1121,34.57,706,730,88
1122,34.61,704,743,90
1123,34.64,699,738,90
1124,34.67,711,739,90
1125,34.70,707,738,91
1126,34.73,708,736,86
1127,34.76,707,730,88
1128,34.79,704,743,90
1129,34.82,698,739,90
1130,34.85,700,739,91
1131,34.88,707,738,92
1132,34.92,707,734,103
1133,34.95,705,739,91
1134,34.98,707,737,91
1135,35.01,707,734,80
1136,35.04,706,730,88
1137,35.07,704,739,89
1138,35.11,700,737,90
1139,35.14,699,739,90
1140,35.17,700,739,91
1141,35.20,707,739,91
1142,35.23,708,737,91
1143,35.26,707,734,80
1144,35.29,706,730,88
1145,35.32,705,733,89
1146,35.35,702,728,90
1147,35.39,698,738,90
